month,day,depart_airport,arrival_airport,dep_time,arr_time
1,14,EWR,MDW,320,321
1,14,LGA,BNA,320,321
1,14,EWR,GSO,320,322
1,14,LGA,DFW,320,323
1,14,JFK,ATL,320,322
1,14,LGA,DEN,320,323
1,14,EWR,SFO,320,324
1,14,JFK,SAN,320,323
1,14,JFK,LAX,319,322
1,14,EWR,RIC,320,322
1,14,JFK,BOS,320,322
1,14,EWR,BOS,320,321
1,14,JFK,SJU,320,325
1,14,EWR,RSW,320,324
1,14,EWR,JAX,320,323
1,14,JFK,RDU,320,322
1,14,LGA,RDU,320,322
1,14,LGA,CLT,319,322
1,14,EWR,DTW,320,323
1,14,EWR,RDU,320,322
1,14,JFK,AUS,320,324
1,14,EWR,DTW,320,323
1,14,EWR,XNA,320,323
1,14,EWR,FLL,320,323
1,14,JFK,DCA,320,322
1,14,EWR,ATL,321,323
1,14,EWR,MCI,320,323
1,14,LGA,DTW,321,323
1,14,EWR,LAS,321,323
1,14,JFK,LAX,321,324
1,14,JFK,LAX,321,324
1,14,LGA,ATL,320,323
1,14,EWR,CLE,321,322
1,14,EWR,ORD,321,322
1,14,EWR,TPA,320,323
1,14,JFK,HNL,321,327
1,14,LGA,MCO,321,324
1,14,LGA,FLL,321,324
1,14,LGA,DCA,321,322
1,14,JFK,BTV,321,322
1,14,JFK,TPA,321,323
1,14,LGA,BOS,321,322
1,14,EWR,STT,321,326
1,14,JFK,LAX,321,324
1,14,EWR,PBI,321,324
1,14,EWR,DEN,321,323
1,14,EWR,CVG,321,323
1,14,LGA,DTW,321,323
1,14,JFK,DTW,320,323
1,14,LGA,CLT,320,322
1,14,JFK,ROC,321,322
1,14,LGA,ORD,321,322
1,14,LGA,CLT,321,323
1,14,EWR,DFW,321,324
1,14,JFK,RDU,321,323
1,14,EWR,MIA,320,324
1,14,LGA,CLE,320,322
1,14,EWR,DEN,321,323
1,14,EWR,LAX,321,324
1,14,EWR,STL,321,323
1,14,EWR,ATL,321,324
1,14,EWR,DCA,321,322
1,14,LGA,IAH,321,324
1,14,EWR,SJU,321,326
1,14,JFK,BOS,321,322
1,14,LGA,PBI,321,324
1,14,JFK,LAS,321,324
1,14,EWR,IAH,320,324
1,14,EWR,MKE,320,322
1,14,JFK,FLL,321,324
1,14,JFK,BUF,321,322
1,14,JFK,ROC,321,323
1,14,JFK,MCO,321,324
1,14,EWR,EGE,321,324
1,14,LGA,ORD,321,323
1,14,EWR,BNA,321,323
1,14,JFK,MSP,320,322
1,14,LGA,ATL,322,324
1,14,LGA,MKE,321,323
1,14,LGA,BNA,321,323
1,14,LGA,FLL,321,324
1,14,LGA,BOS,322,323
1,14,LGA,ORD,321,323
1,14,JFK,SFO,322,325
1,14,JFK,PHL,321,323
1,14,EWR,FLL,322,325
1,14,JFK,PWM,321,323
1,14,LGA,BNA,321,323
1,14,LGA,MIA,321,324
1,14,EWR,FLL,322,325
1,14,EWR,MCO,322,324
1,14,EWR,SEA,322,325
1,14,JFK,PHX,321,325
1,14,JFK,IAD,322,323
1,14,JFK,LAS,321,324
1,14,LGA,CLT,322,324
1,14,EWR,ORD,322,323
1,14,JFK,LAS,322,325
1,14,LGA,DCA,322,323
1,14,LGA,GRR,321,324
1,14,JFK,CLT,322,324
1,14,EWR,PHX,322,325
1,14,JFK,MIA,321,324
1,14,EWR,IAD,322,323
1,14,LGA,DFW,322,325
1,14,LGA,ATL,320,323
1,14,LGA,ATL,321,324
1,14,EWR,CLT,322,324
1,14,EWR,DTW,322,324
1,14,LGA,ATL,322,324
1,14,JFK,SFO,322,326
1,14,LGA,IAH,322,325
1,14,EWR,CHS,322,324
1,14,JFK,IAD,318,319
1,14,EWR,ATL,322,324
1,14,JFK,SFO,322,325
1,14,JFK,LAX,322,325
1,14,EWR,SAN,320,323
1,14,LGA,MEM,322,324
1,14,EWR,IAH,322,325
1,14,LGA,DFW,322,326
1,14,LGA,MSP,322,324
1,14,JFK,MCO,322,325
1,14,EWR,RDU,322,324
1,14,LGA,RDU,322,324
1,14,EWR,MKE,322,324
1,14,LGA,IAD,322,323
1,14,EWR,BOS,322,324
1,14,JFK,DCA,323,324
1,14,JFK,SFO,323,326
1,14,LGA,BOS,323,324
1,14,LGA,SRQ,322,325
1,14,LGA,ATL,323,325
1,14,JFK,SLC,323,326
1,14,LGA,STL,323,325
1,14,EWR,RSW,322,326
1,14,LGA,MIA,323,326
1,14,EWR,SFO,323,326
1,14,EWR,LAS,322,325
1,14,LGA,DTW,322,324
1,14,LGA,FLL,322,326
1,14,LGA,MDW,323,324
1,14,JFK,BTV,323,324
1,14,LGA,DTW,323,325
1,14,LGA,MIA,323,326
1,14,EWR,BUF,323,324
1,14,LGA,PIT,323,324
1,14,LGA,CMH,323,325
1,14,EWR,PBI,323,326
1,14,JFK,SJU,323,328
1,14,LGA,DEN,323,325
1,14,JFK,RSW,323,326
1,14,LGA,ORD,323,325
1,14,EWR,STL,323,325
1,14,JFK,LAX,323,326
1,14,JFK,MCO,323,326
1,14,JFK,DCA,320,321
1,14,EWR,MCO,323,326
1,14,LGA,CLE,323,325
1,14,EWR,RDU,323,325
1,14,LGA,MSP,323,325
1,14,JFK,SFO,322,326
1,14,LGA,CLT,323,325
1,14,EWR,MCO,323,326
1,14,EWR,MCI,323,325
1,14,JFK,LAX,323,326
1,14,EWR,MIA,323,326
1,14,LGA,DCA,323,324
1,14,EWR,DEN,323,325
1,14,LGA,CAK,323,325
1,14,LGA,TPA,323,326
1,14,LGA,FLL,323,326
1,14,LGA,PBI,323,326
1,14,EWR,ATL,323,326
1,14,EWR,BTV,323,324
1,14,EWR,TPA,323,326
1,14,EWR,BOS,324,325
1,14,LGA,MSP,323,325
1,14,JFK,BOS,323,325
1,14,EWR,ORF,324,325
1,14,LGA,BOS,324,325
1,14,LGA,ATL,324,326
1,14,EWR,IAH,324,326
1,14,EWR,JAX,323,326
1,14,LGA,ATL,324,326
1,14,LGA,DCA,324,325
1,14,LGA,DFW,324,327
1,14,EWR,MDW,324,325
1,14,JFK,CLT,324,326
1,14,JFK,HOU,323,326
1,14,JFK,LAX,324,327
1,14,JFK,SYR,324,325
1,14,JFK,LAX,324,327
1,14,EWR,BWI,324,325
1,14,EWR,ORD,324,325
1,14,EWR,CLT,324,326
1,14,EWR,PHX,324,327
1,14,JFK,LGB,324,327
1,14,EWR,IND,322,324
1,14,EWR,DAY,324,326
1,14,LGA,BNA,324,325
1,14,JFK,BUF,324,325
1,14,EWR,ATL,324,326
1,14,LGA,MKE,324,326
1,14,JFK,DCA,324,325
1,14,JFK,SLC,324,328
1,14,EWR,SFO,324,327
1,14,EWR,DFW,324,327
1,14,LGA,DTW,324,326
1,14,LGA,MIA,324,328
1,14,EWR,MIA,324,327
1,14,LGA,DFW,324,327
1,14,EWR,PWM,324,325
1,14,EWR,ATL,324,327
1,14,LGA,IAH,324,328
1,14,JFK,BOS,324,325
1,14,JFK,BOS,324,325
1,14,LGA,MCO,324,327
1,14,EWR,CVG,325,327
1,14,LGA,DEN,324,327
1,14,LGA,DCA,325,326
1,14,EWR,MCO,324,327
1,14,EWR,DCA,324,326
1,14,LGA,BOS,325,326
1,14,LGA,CMH,325,326
1,14,LGA,ORD,325,326
1,14,LGA,ATL,325,327
1,14,LGA,CLT,324,326
1,14,EWR,DFW,324,328
1,14,JFK,PHL,325,326
1,14,JFK,ROC,325,326
1,14,EWR,HOU,325,328
1,14,JFK,FLL,325,328
1,14,EWR,ORD,325,326
1,14,EWR,BOS,324,326
1,14,EWR,RIC,324,326
1,14,EWR,DTW,324,326
1,14,EWR,BDL,325,326
1,14,JFK,PBI,324,327
1,14,LGA,DTW,325,327
1,14,EWR,CLT,325,327
1,14,EWR,BUF,325,326
1,14,LGA,ATL,325,327
1,14,EWR,LAX,325,328
1,14,LGA,SRQ,325,328
1,14,EWR,STL,325,327
1,14,JFK,LAX,325,328
1,14,EWR,IAD,325,326
1,14,JFK,MIA,324,327
1,14,EWR,MCO,325,328
1,14,LGA,RDU,325,327
1,14,JFK,SJU,325,330
1,14,LGA,DFW,325,328
1,14,EWR,PHX,325,329
1,14,JFK,ATL,325,328
1,14,EWR,FLL,325,328
1,14,LGA,MIA,325,329
1,14,JFK,PWM,325,326
1,14,LGA,RDU,324,325
1,14,JFK,LAX,325,329
1,14,EWR,IAH,325,328
1,14,JFK,MCO,325,328
1,14,EWR,HNL,325,331
1,14,LGA,MSY,325,328
1,14,LGA,PBI,325,328
1,14,LGA,CLT,325,327
1,14,JFK,IAD,325,327
1,14,EWR,PHX,325,329
1,14,EWR,MSN,325,327
1,14,JFK,JAX,325,328
1,14,JFK,SEA,325,328
1,14,EWR,CHS,325,327
1,14,EWR,FLL,325,329
1,14,EWR,MEM,325,327
1,14,LGA,DCA,326,327
1,14,LGA,MDW,325,327
1,14,LGA,BOS,326,327
1,14,LGA,ATL,326,328
1,14,EWR,MHT,325,327
1,14,LGA,FLL,325,329
1,14,EWR,ORD,325,327
1,14,JFK,TPA,326,329
1,14,EWR,PBI,325,328
1,14,LGA,CLE,326,327
1,14,LGA,ATL,326,328
1,14,JFK,BOS,326,327
1,14,EWR,CVG,326,328
1,14,LGA,MSP,326,328
1,14,EWR,BWI,325,326
1,14,EWR,ORD,326,327
1,14,EWR,TPA,326,329
1,14,LGA,FLL,326,329
1,14,JFK,SFO,326,329
1,14,EWR,DFW,326,329
1,14,LGA,MSP,326,328
1,14,LGA,PBI,326,329
1,14,LGA,MCI,326,329
1,14,JFK,SRQ,326,329
1,14,EWR,CLE,326,328
1,14,LGA,IAD,326,327
1,14,LGA,ATL,326,329
1,14,EWR,MIA,326,329
1,14,JFK,RDU,324,326
1,14,LGA,IAH,326,329
1,14,LGA,CLT,326,328
1,14,EWR,RSW,326,329
1,14,EWR,ATL,326,328
1,14,JFK,RDU,326,328
1,14,LGA,DTW,326,328
1,14,EWR,MCI,326,328
1,14,JFK,MCO,326,329
1,14,EWR,AUS,326,330
1,14,EWR,STL,326,328
1,14,EWR,GSP,326,328
1,14,EWR,FLL,326,330
1,14,EWR,DCA,326,327
1,14,EWR,DTW,326,328
1,14,LGA,ORD,326,328
1,14,JFK,MSY,326,329
1,14,LGA,BOS,327,328
1,14,JFK,SYR,326,328
1,14,LGA,CMH,327,328
1,14,LGA,MIA,327,330
1,14,JFK,ORF,326,328
1,14,JFK,MIA,326,330
1,14,JFK,BUF,326,328
1,14,JFK,LAX,327,330
1,14,LGA,ATL,327,329
1,14,LGA,ORD,327,328
1,14,EWR,PWM,327,328
1,14,JFK,BUF,326,328
1,14,EWR,BOS,326,327
1,14,LGA,DFW,327,330
1,14,EWR,CLT,327,328
1,14,LGA,MCO,326,329
1,14,JFK,DCA,327,328
1,14,JFK,MCO,326,329
1,14,EWR,SFO,326,330
1,14,EWR,RDU,327,328
1,14,LGA,MKE,327,328
1,14,JFK,IND,327,329
1,14,LGA,DCA,327,328
1,14,LGA,RDU,327,328
1,14,EWR,LAX,327,330
1,14,EWR,ORD,327,328
1,14,LGA,CLT,327,329
1,14,EWR,MCO,327,330
1,14,EWR,CLT,327,329
1,14,JFK,PBI,326,329
1,14,EWR,IAH,327,330
1,14,JFK,IAD,327,328
1,14,EWR,TPA,327,330
1,14,LGA,MIA,327,330
1,14,JFK,DCA,327,328
1,14,EWR,BNA,327,329
1,14,JFK,FLL,327,330
1,14,LGA,DEN,327,329
1,14,LGA,RIC,327,329
1,14,EWR,FLL,327,330
1,14,LGA,DFW,327,330
1,14,LGA,CLT,327,329
1,14,LGA,STL,327,329
1,14,JFK,PIT,327,329
1,14,EWR,ORF,327,328
1,14,EWR,MKE,327,328
1,14,JFK,SFO,327,331
1,14,JFK,CLE,326,328
1,14,JFK,CMH,327,329
1,14,LGA,XNA,327,330
1,14,EWR,JAX,327,329
1,14,EWR,CVG,327,329
1,14,JFK,FLL,327,331
1,14,EWR,MSP,326,328
1,14,JFK,ORD,327,329
1,14,JFK,LAX,327,331
1,14,LGA,MCO,327,330
1,14,LGA,CLE,327,329
1,14,EWR,GRR,327,329
1,14,JFK,LAX,327,331
1,14,JFK,BWI,327,329
1,14,JFK,ATL,327,330
1,14,EWR,ATL,327,330
1,14,JFK,SLC,327,331
1,14,EWR,MDW,327,329
1,14,EWR,BOS,327,329
1,14,JFK,IND,327,330
1,14,LGA,TPA,327,331
1,14,EWR,SAN,327,330
1,14,JFK,SFO,326,330
1,14,EWR,SDF,327,330
1,14,JFK,ORD,327,329
1,14,LGA,BOS,328,329
1,14,JFK,PIT,327,329
1,14,JFK,RSW,328,331
1,14,JFK,DFW,328,331
1,14,JFK,SJU,327,332
1,14,LGA,ATL,328,330
1,14,JFK,MCO,328,331
1,14,LGA,TPA,328,331
1,14,JFK,MCO,328,331
1,14,JFK,DEN,328,330
1,14,LGA,MSP,328,330
1,14,JFK,CVG,328,330
1,14,LGA,RDU,328,329
1,14,EWR,ORD,328,329
1,14,EWR,MSP,327,329
1,14,JFK,BOS,328,329
1,14,LGA,ORD,328,330
1,14,EWR,LAS,327,330
1,14,LGA,PIT,328,329
1,14,LGA,MIA,328,331
1,14,LGA,DCA,328,329
1,14,JFK,LAS,328,331
1,14,JFK,PHL,328,329
1,14,JFK,RDU,328,330
1,14,EWR,DEN,328,330
1,14,JFK,DFW,328,331
1,14,LGA,BNA,328,329
1,14,EWR,ALB,328,329
1,14,LGA,ATL,328,330
1,14,LGA,ATL,328,330
1,14,EWR,DEN,326,329
1,14,EWR,DCA,328,329
1,14,JFK,MSP,327,330
1,14,JFK,BNA,328,329
1,14,LGA,DTW,328,330
1,14,EWR,IAH,328,331
1,14,JFK,SJU,327,332
1,14,EWR,MCO,328,331
1,14,EWR,MHT,328,329
1,14,EWR,GSO,328,330
1,14,JFK,LAX,328,331
1,14,EWR,ORD,328,330
1,14,EWR,CVG,328,331
1,14,EWR,BOS,328,329
1,14,EWR,SAT,328,332
1,14,JFK,CLT,328,330
1,14,JFK,SFO,328,332
1,14,JFK,ROC,327,329
1,14,LGA,DFW,328,331
1,14,EWR,PHX,328,332
1,14,EWR,CLE,328,330
1,14,JFK,DTW,327,330
1,14,EWR,ATL,328,331
1,14,EWR,MEM,328,330
1,14,EWR,DAY,328,330
1,14,LGA,STL,328,330
1,14,EWR,DTW,328,330
1,14,LGA,MEM,328,331
1,14,JFK,MIA,328,331
1,14,JFK,LAX,328,332
1,14,EWR,SAV,328,330
1,14,JFK,BOS,328,330
1,14,EWR,RDU,328,330
1,14,JFK,LAX,328,332
1,14,EWR,ORD,328,330
1,14,EWR,FLL,329,332
1,14,LGA,IAD,328,329
1,14,JFK,BUR,328,332
1,14,LGA,PBI,328,331
1,14,LGA,ATL,329,331
1,14,LGA,BOS,329,330
1,14,JFK,BOS,326,328
1,14,JFK,SFO,329,332
1,14,LGA,DCA,329,330
1,14,JFK,ROC,329,330
1,14,LGA,ORD,329,330
1,14,EWR,DFW,329,332
1,14,EWR,LAS,328,331
1,14,EWR,DCA,329,330
1,14,JFK,SAT,328,332
1,14,JFK,SJU,329,334
1,14,EWR,ATL,329,331
1,14,LGA,IAH,329,332
1,14,EWR,BOS,328,330
1,14,JFK,ORF,329,330
1,14,JFK,LAX,329,332
1,14,JFK,PBI,329,332
1,14,EWR,STL,329,331
1,14,JFK,DCA,329,330
1,14,EWR,BWI,329,330
1,14,EWR,HOU,328,331
1,14,JFK,AUS,329,332
1,14,LGA,CLT,329,331
1,14,EWR,LAX,329,332
1,14,JFK,FLL,329,332
1,14,LGA,MCO,329,332
1,14,JFK,SAN,329,332
1,14,LGA,RDU,329,331
1,14,EWR,CVG,329,331
1,14,LGA,FLL,329,332
1,14,EWR,STL,329,330
1,14,LGA,ORD,329,331
1,14,LGA,DEN,329,331
1,14,EWR,MCO,329,332
1,14,EWR,IAH,329,332
1,14,JFK,SAN,328,332
1,14,JFK,ORD,329,331
1,14,EWR,PIT,329,331
1,14,EWR,SFO,329,332
1,14,JFK,SFO,329,332
1,14,EWR,SLC,329,332
1,14,EWR,DTW,329,331
1,14,LGA,ATL,329,332
1,14,EWR,CLT,329,331
1,14,JFK,SAN,329,332
1,14,EWR,MDW,329,330
1,14,EWR,TPA,329,332
1,14,EWR,PDX,329,332
1,14,EWR,SEA,329,332
1,14,JFK,MIA,329,332
1,14,JFK,BTV,329,330
1,14,JFK,RSW,328,331
1,14,LGA,DEN,329,331
1,14,EWR,MIA,329,332
1,14,EWR,PBI,329,332
1,14,EWR,RIC,329,330
1,14,JFK,RDU,329,331
1,14,LGA,DTW,329,331
1,14,JFK,SFO,329,333
1,14,LGA,XNA,329,332
1,14,LGA,DTW,328,330
1,14,JFK,LAS,329,331
1,14,LGA,DFW,329,332
1,14,LGA,BNA,329,331
1,14,JFK,IAD,329,331
1,14,LGA,MCO,329,332
1,14,JFK,FLL,329,333
1,14,JFK,PDX,329,333
1,14,JFK,MCO,330,332
1,14,EWR,BWI,330,331
1,14,JFK,BNA,329,330
1,14,EWR,SAN,329,333
1,14,LGA,BOS,330,331
1,14,JFK,EGE,329,331
1,14,LGA,DCA,330,331
1,14,LGA,ORD,330,331
1,14,JFK,LAX,329,333
1,14,LGA,ATL,330,332
1,14,EWR,DFW,330,333
1,14,JFK,BOS,330,331
1,14,JFK,CLT,330,332
1,14,LGA,CMH,330,331
1,14,LGA,MDW,330,331
1,14,LGA,MIA,330,333
1,14,JFK,PHX,328,332
1,14,LGA,BNA,330,331
1,14,EWR,CLE,330,331
1,14,JFK,LGB,330,333
1,14,EWR,PHX,330,333
1,14,JFK,MSP,330,332
1,14,LGA,ORD,330,332
1,14,EWR,MSP,330,332
1,14,EWR,ATL,330,332
1,14,EWR,LAS,330,333
1,14,LGA,MSP,330,332
1,14,EWR,PBI,330,333
1,14,EWR,LAX,330,333
1,14,EWR,FLL,330,333
1,14,JFK,ORF,330,331
1,14,JFK,RIC,330,331
1,14,EWR,BOS,330,331
1,14,EWR,MCI,330,332
1,14,LGA,PHL,330,331
1,14,JFK,SFO,330,334
1,14,EWR,SNA,330,333
1,14,JFK,SJC,330,333
1,14,EWR,DTW,330,332
1,14,EWR,SEA,330,333
1,14,JFK,SEA,330,334
1,14,JFK,BWI,330,331
1,14,JFK,LAS,330,333
1,14,EWR,DEN,330,332
1,14,LGA,CLE,330,332
1,14,EWR,MCO,330,333
1,14,LGA,DTW,330,332
1,14,EWR,ORD,330,332
1,14,EWR,GRR,330,332
1,14,JFK,BUF,330,332
1,14,JFK,MCO,330,334
1,14,JFK,MIA,330,334
1,14,EWR,ORD,329,331
1,14,LGA,IAH,330,334
1,14,LGA,BHM,330,332
1,14,JFK,SEA,330,334
1,14,LGA,STL,330,332
1,14,LGA,ATL,331,333
1,14,JFK,MSY,330,333
1,14,JFK,TPA,330,334
1,14,LGA,BOS,331,332
1,14,LGA,MSP,330,333
1,14,EWR,ORD,331,332
1,14,JFK,IAD,331,332
1,14,JFK,ATL,330,333
1,14,LGA,DCA,331,332
1,14,JFK,LAX,331,334
1,14,LGA,PIT,331,332
1,14,LGA,ATL,331,333
1,14,EWR,BNA,331,332
1,14,JFK,LAX,331,334
1,14,JFK,PIT,331,332
1,14,JFK,SFO,331,335
1,14,EWR,RIC,331,332
1,14,JFK,SJU,330,335
1,14,LGA,MKE,331,332
1,14,EWR,CLT,331,333
1,14,LGA,CRW,330,332
1,14,EWR,PWM,330,331
1,14,JFK,PHX,330,334
1,14,LGA,RDU,331,332
1,14,EWR,SFO,331,334
1,14,JFK,LAS,331,334
1,14,EWR,OMA,331,333
1,14,JFK,SLC,331,334
1,14,JFK,ORD,331,333
1,14,EWR,DFW,331,334
1,14,EWR,LAX,330,333
1,14,JFK,MCO,331,334
1,14,LGA,ORD,331,333
1,14,JFK,FLL,331,334
1,14,JFK,SMF,330,334
1,14,JFK,SLC,331,334
1,14,JFK,PHX,331,335
1,14,LGA,FLL,331,334
1,14,LGA,MIA,331,334
1,14,JFK,DTW,330,332
1,14,LGA,MSY,331,334
1,14,JFK,IAD,331,332
1,14,LGA,TPA,331,334
1,14,LGA,CLE,331,333
1,14,EWR,CHS,331,333
1,14,LGA,IAD,331,332
1,14,LGA,MCO,331,334
1,14,EWR,IAH,331,334
1,14,LGA,DFW,331,334
1,14,LGA,PBI,331,334
1,14,EWR,TUL,331,334
1,14,JFK,CLT,331,333
1,14,EWR,OKC,331,334
1,14,JFK,OAK,331,335
1,14,LGA,FLL,331,334
1,14,EWR,MDW,331,333
1,14,EWR,CVG,331,333
1,14,JFK,BWI,331,333
1,14,JFK,CMH,331,333
1,14,JFK,JAX,331,334
1,14,JFK,SFO,331,335
1,14,LGA,MIA,331,335
1,14,LGA,DCA,332,333
1,14,LGA,ORD,332,333
1,14,EWR,DCA,331,332
1,14,LGA,TYS,332,334
1,14,JFK,FLL,332,335
1,14,LGA,ATL,332,334
1,14,LGA,BOS,332,333
1,14,JFK,BOS,332,333
1,14,JFK,BUF,332,333
1,14,EWR,TYS,332,334
1,14,EWR,GSO,332,333
1,14,EWR,BUF,331,333
1,14,EWR,MIA,332,335
1,14,JFK,TPA,332,335
1,14,JFK,LAX,332,335
1,14,EWR,TPA,332,335
1,14,EWR,CLE,332,333
1,14,JFK,CVG,332,334
1,14,LGA,CMH,332,334
1,14,EWR,GSP,332,334
1,14,JFK,RDU,331,333
1,14,JFK,BOS,332,333
1,14,LGA,CAK,332,334
1,14,LGA,ATL,332,334
1,14,EWR,DFW,332,335
1,14,EWR,ALB,332,333
1,14,JFK,AUS,332,335
1,14,EWR,MKE,332,333
1,14,EWR,MCO,332,334
1,14,EWR,MSP,332,334
1,14,EWR,PBI,332,335
1,14,EWR,MHT,332,333
1,14,LGA,ORD,332,334
1,14,JFK,HOU,332,335
1,14,EWR,BQN,332,313
1,14,EWR,BOS,332,333
1,14,EWR,BOS,332,333
1,14,JFK,PDX,332,335
1,14,EWR,IAD,331,333
1,14,JFK,DCA,332,334
1,14,JFK,MSY,332,335
1,14,LGA,MCO,333,335
1,14,LGA,DTW,332,334
1,14,EWR,DSM,331,333
1,14,LGA,BOS,333,334
1,14,EWR,ORD,333,334
1,14,LGA,DCA,333,334
1,14,EWR,MCO,333,335
1,14,LGA,RDU,333,334
1,14,JFK,LAX,332,335
1,14,EWR,JAX,333,335
1,14,JFK,LAX,333,312
1,14,LGA,CLT,333,334
1,14,JFK,BOS,332,334
1,14,EWR,RIC,333,334
1,14,JFK,LAX,332,335
1,14,LGA,MDW,333,334
1,14,JFK,RDU,331,333
1,14,JFK,PHL,332,333
1,14,EWR,STL,332,334
1,14,JFK,TPA,331,334
1,14,JFK,DCA,333,334
1,14,JFK,DEN,333,312
1,14,LGA,FLL,333,312
1,14,LGA,BNA,333,334
1,14,EWR,SDF,333,335
1,14,EWR,PHL,333,334
1,14,JFK,LAX,333,312
1,14,JFK,FLL,333,312
1,14,JFK,LAS,333,312
1,14,JFK,MCO,333,312
1,14,EWR,DCA,333,334
1,14,JFK,SJU,333,314
1,14,EWR,PVD,333,334
1,14,EWR,BOS,333,334
1,14,JFK,BUF,333,335
1,14,EWR,FLL,333,312
1,14,LGA,PWM,333,335
1,14,EWR,BTV,333,335
1,14,EWR,BWI,333,335
1,14,EWR,PWM,333,335
1,14,JFK,AUS,328,332
1,14,JFK,PWM,334,335
1,14,JFK,BTV,334,335
1,14,JFK,SYR,334,335
1,14,JFK,BOS,334,335
1,14,JFK,ROC,334,312
1,14,JFK,BUF,334,312
1,14,JFK,CLE,331,333
1,14,JFK,SFO,330,334
1,14,JFK,BQN,335,316
1,14,JFK,PSE,335,316
1,14,LGA,DFW,321,324
1,14,JFK,CLT,318,320
1,15,EWR,CLT,341,342
1,15,EWR,IAH,341,344
1,15,LGA,IAH,341,344
1,15,JFK,MIA,341,344
1,15,JFK,BQN,341,346
1,15,JFK,IAD,342,343
1,15,EWR,BOS,342,343
1,15,LGA,DFW,342,345
1,15,JFK,PHL,342,342
1,15,EWR,FLL,342,344
1,15,LGA,ATL,342,344
1,15,LGA,FLL,342,345
1,15,LGA,ATL,342,344
1,15,LGA,DTW,342,343
1,15,LGA,BOS,342,343
1,15,LGA,ORD,342,343
1,15,JFK,FLL,342,345
1,15,JFK,SFO,342,345
1,15,JFK,RSW,342,345
1,15,EWR,IAD,342,343
1,15,LGA,DCA,342,342
1,15,LGA,DTW,342,344
1,15,LGA,IAD,342,343
1,15,LGA,MDW,342,343
1,15,LGA,ATL,342,344
1,15,EWR,MKE,342,343
1,15,EWR,DTW,342,344
1,15,EWR,MSP,342,344
1,15,LGA,MIA,342,345
1,15,EWR,CLE,342,343
1,15,JFK,PBI,342,345
1,15,JFK,SJU,342,346
1,15,EWR,BOS,342,343
1,15,JFK,LAX,342,345
1,15,EWR,MIA,342,345
1,15,EWR,MDW,342,343
1,15,LGA,MSP,342,344
1,15,JFK,CLT,342,344
1,15,JFK,ATL,342,344
1,15,EWR,ATL,342,344
1,15,EWR,BWI,342,343
1,15,EWR,CLT,342,344
1,15,JFK,MCO,342,345
1,15,LGA,CLT,342,344
1,15,LGA,DFW,342,345
1,15,LGA,MSP,342,344
1,15,EWR,CVG,342,344
1,15,JFK,SJU,342,347
1,15,JFK,ORD,342,344
1,15,EWR,PBI,342,345
1,15,EWR,BUF,342,343
1,15,JFK,BOS,342,343
1,15,EWR,IND,342,344
1,15,LGA,ORD,342,344
1,15,LGA,TPA,342,345
1,15,EWR,CMH,342,344
1,15,EWR,PIT,342,344
1,15,LGA,CLT,342,344
1,15,LGA,MSY,342,344
1,15,EWR,MIA,342,345
1,15,LGA,DEN,342,345
1,15,EWR,CLT,342,344
1,15,EWR,RDU,342,344
1,15,LGA,IAH,342,345
1,15,EWR,PHX,342,346
1,15,JFK,BUF,342,344
1,15,EWR,CLT,342,344
1,15,EWR,DCA,342,343
1,15,LGA,DEN,342,345
1,15,EWR,FLL,342,345
1,15,JFK,MSY,342,345
1,15,EWR,AUS,342,345
1,15,LGA,MIA,343,346
1,15,JFK,SLC,342,346
1,15,LGA,ORD,343,344
1,15,EWR,SDF,343,345
1,15,JFK,LAX,343,346
1,15,JFK,MCO,342,345
1,15,LGA,BOS,343,344
1,15,LGA,DCA,343,344
1,15,EWR,DEN,342,345
1,15,EWR,BNA,343,344
1,15,LGA,ATL,342,345
1,15,EWR,ORD,343,344
1,15,LGA,MIA,343,346
1,15,LGA,XNA,343,345
1,15,JFK,LAS,343,345
1,15,EWR,MSY,343,345
1,15,JFK,FLL,343,346
1,15,LGA,ORD,343,344
1,15,JFK,SFO,343,346
1,15,EWR,BOS,343,344
1,15,JFK,LAX,343,346
1,15,EWR,HOU,343,346
1,15,EWR,ORD,343,344
1,15,LGA,MCO,343,346
1,15,EWR,MCO,343,346
1,15,JFK,SJU,343,348
1,15,EWR,LAS,343,345
1,15,EWR,LAX,343,346
1,15,JFK,SFO,343,346
1,15,EWR,SNA,343,346
1,15,LGA,MKE,343,344
1,15,JFK,MIA,343,346
1,15,JFK,FLL,343,346
1,15,LGA,DTW,343,345
1,15,EWR,DTW,343,345
1,15,EWR,SEA,343,346
1,15,EWR,RSW,343,346
1,15,EWR,PBI,343,346
1,15,LGA,RSW,343,346
1,15,JFK,SFO,343,347
1,15,LGA,IAH,343,346
1,15,JFK,IAD,343,344
1,15,JFK,LAX,343,347
1,15,EWR,ATL,343,346
1,15,JFK,SRQ,343,346
1,15,JFK,SEA,343,347
1,15,EWR,STL,343,345
1,15,JFK,SFO,343,347
1,15,EWR,TPA,343,346
1,15,EWR,SJU,343,348
1,15,JFK,PIT,343,345
1,15,LGA,ORD,343,345
1,15,EWR,ORD,343,345
1,15,LGA,MSP,343,346
1,15,LGA,CLT,343,346
1,15,JFK,SYR,343,345
1,15,EWR,BTV,343,345
1,15,LGA,MIA,343,347
1,15,LGA,ATL,343,346
1,15,LGA,DCA,344,345
